numero_opportunidad,cliente,unidad_negocio,etapas,tipos,acv,tcv,margen_ganancia,regiones,territorios,industrias,fecha_creacion_oportunidad,fecha_cierre_oportunidad,edad_oferta,lead_source,numero_vendedor
OP-05687,CL-00808,BU-05,Won,TY-00,5615.41,5615.41,0.29,RE-02,TE-04,IN-10,2019-04-04,2019-04-04,0.0,LS-33,NV-1
OP-05688,CL-00742,BU-04,S6,TY-00,173718.96,173718.96,0.28,RE-02,TE-10,IN-63,2023-05-08,2023-10-04,132.0,LS-17,NV-4
OP-05689,CL-01294,BU-03,Lost,TY-05,332250.78,332250.78,0.24,RE-01,TE-13,IN-42,2021-08-31,2021-11-20,81.0,LS-09,NV-2
OP-05690,CL-00808,BU-05,Won,TY-00,2698.31,2698.31,0.19,RE-02,TE-12,IN-64,2019-01-23,2019-01-23,0.0,LS-09,NV-2
OP-05691,CL-00742,BU-04,S6,TY-00,173718.87,173718.87,0.28,RE-02,TE-07,IN-56,2023-06-26,2023-11-22,132.0,LS-30,NV-3
OP-05692,CL-01363,BU-01,S2,TY-05,1555784.21,1555784.21,0.15,RE-02,TE-15,IN-42,2022-07-17,2024-02-05,446.0,LS-30,NV-3
OP-05693,CL-00808,BU-05,Won,TY-00,7793.51,7793.51,0.12,RE-02,TE-09,IN-64,2019-03-15,2019-03-15,0.0,LS-11,NV-0
OP-05694,CL-00742,BU-04,S6,TY-00,173718.87,173718.87,0.18,RE-02,TE-01,IN-12,2023-06-08,2023-11-04,132.0,LS-04,NV-1
OP-05695,CL-01363,BU-01,S5,TY-00,194473.03,194473.03,0.27,RE-02,TE-00,IN-54,2022-01-12,2023-12-05,631.0,LS-01,NV-0
OP-05696,CL-00808,BU-05,Won,TY-00,9699.34,9699.34,0.15,RE-02,TE-14,IN-13,2019-01-03,2019-01-03,0.0,LS-00,NV-0
OP-05697,CL-00742,BU-04,S6,TY-00,140549.55,140549.55,0.28,RE-02,TE-13,IN-12,2023-07-30,2023-09-07,23.0,LS-13,NV-1
OP-05698,CL-01363,BU-01,S6,TY-00,436204.94,514383.1,0.1,RE-02,TE-04,IN-18,2023-03-29,2023-10-26,210.0,LS-17,NV-0
OP-05699,CL-00808,BU-05,Won,TY-00,1823.18,1823.18,0.21,RE-02,TE-11,IN-27,2019-01-01,2019-01-01,0.0,LS-35,NV-1
OP-05700,CL-00742,BU-04,S6,TY-00,145854.77,145854.77,0.19,RE-02,TE-03,IN-35,2023-10-26,2023-12-11,30.0,LS-24,NV-1
OP-05701,CL-01363,BU-01,Lost,TY-00,29170.95,29170.95,0.05,RE-02,TE-09,IN-01,2022-09-20,2023-05-02,224.0,LS-28,NV-4
OP-05702,CL-00808,BU-05,Won,TY-00,1891.25,1891.25,0.19,RE-02,TE-11,IN-27,2019-01-10,2019-01-10,0.0,LS-01,NV-2
OP-05703,CL-00742,BU-04,S6,TY-00,121382.1,121382.1,0.18,RE-02,TE-05,IN-07,2023-08-23,2023-11-03,56.0,LS-18,NV-0
OP-05704,CL-01363,BU-01,Won,TY-05,17016.39,17016.39,0.11,RE-02,TE-08,IN-22,2022-08-06,2022-10-30,85.0,LS-29,NV-0
OP-05705,CL-00808,BU-05,Won,TY-00,2474.67,2474.67,0.07,RE-02,TE-10,IN-05,2019-02-09,2019-02-09,0.0,LS-04,NV-4
OP-05706,CL-00742,BU-04,S6,TY-00,112404.5,112404.5,0.25,RE-02,TE-14,IN-09,2023-08-09,2023-10-20,56.0,LS-25,NV-0
OP-05707,CL-01363,BU-01,Lost,TY-04,2919315.03,6280833.11,0.21,RE-02,TE-10,IN-62,2022-01-27,2022-12-23,330.0,LS-18,NV-3
OP-05708,CL-00808,BU-05,Won,TY-00,1531.48,1531.48,0.1,RE-02,TE-03,IN-22,2019-02-25,2019-02-25,0.0,LS-12,NV-1
OP-05709,CL-00742,BU-04,S6,TY-00,97277.86,97277.86,0.27,RE-02,TE-01,IN-13,2023-07-16,2023-10-08,68.0,LS-10,NV-4
OP-05710,CL-01363,BU-01,Lost,TY-05,405916.58,1045292.52,0.07,RE-02,TE-06,IN-24,2022-08-07,2022-10-15,69.0,LS-24,NV-2
OP-05711,CL-00808,BU-05,Won,TY-00,1312.69,1312.69,0.14,RE-02,TE-09,IN-10,2018-12-31,2018-12-31,0.0,LS-28,NV-0
OP-05712,CL-00742,BU-04,S6,TY-00,173718.87,173718.87,0.26,RE-02,TE-15,IN-62,2023-08-19,2023-11-11,68.0,LS-04,NV-4
OP-05713,CL-01363,BU-01,Lost,TY-04,294162.54,460353.63,0.11,RE-02,TE-00,IN-56,2022-07-08,2022-10-29,113.0,LS-16,NV-3
OP-05714,CL-00808,BU-05,Won,TY-00,2819.86,2819.86,0.2,RE-02,TE-04,IN-11,2019-02-20,2019-02-20,0.0,LS-13,NV-3
OP-05715,CL-00742,BU-04,S6,TY-00,54287.15,54287.15,0.15,RE-02,TE-15,IN-63,2023-09-10,2023-12-04,69.0,LS-28,NV-0
OP-05716,CL-01363,BU-01,Won,TY-04,220212.02,643474.78,0.22,RE-02,TE-04,IN-08,2021-10-08,2022-08-05,301.0,LS-00,NV-4
OP-05717,CL-00808,BU-05,Won,TY-00,9407.63,9407.63,0.06,RE-02,TE-10,IN-57,2019-02-18,2019-02-18,0.0,LS-16,NV-4
OP-05718,CL-00742,BU-04,S6,TY-00,360285.69,360285.69,0.23,RE-02,TE-15,IN-38,2022-12-20,2023-11-08,307.0,LS-12,NV-2
OP-05719,CL-00948,BU-05,Lost,TY-04,0.0,0.0,0.2,RE-02,TE-05,IN-52,2021-09-12,2023-01-08,483.0,LS-32,NV-2
OP-05720,CL-00808,BU-05,Won,TY-00,15460.61,15460.61,0.07,RE-02,TE-08,IN-59,2019-01-27,2019-01-27,0.0,LS-29,NV-4
OP-05721,CL-00742,BU-04,S6,TY-00,1258328.73,1258328.73,0.27,RE-02,TE-05,IN-33,2023-01-02,2023-11-21,307.0,LS-28,NV-1
OP-05722,CL-00808,BU-05,Won,TY-00,1998.21,1998.21,0.08,RE-02,TE-04,IN-09,2019-02-02,2019-02-02,0.0,LS-02,NV-4
OP-05723,CL-00742,BU-04,S6,TY-00,173718.87,173718.87,0.2,RE-02,TE-12,IN-18,2023-06-08,2023-12-09,168.0,LS-03,NV-2
OP-05724,CL-00808,BU-05,Won,TY-00,3332.78,3332.78,0.07,RE-02,TE-14,IN-16,2019-02-06,2019-02-06,0.0,LS-26,NV-0
OP-05725,CL-00742,BU-04,S6,TY-00,347437.73,347437.73,0.27,RE-02,TE-04,IN-18,2023-03-07,2023-09-09,170.0,LS-35,NV-0
OP-05726,CL-01072,BU-06,Won,TY-04,63546.98,63546.98,0.07,RE-02,TE-10,IN-15,2021-09-09,2021-10-07,28.0,LS-03,NV-4
OP-05727,CL-00808,BU-05,Won,TY-00,1312.69,1312.69,0.22,RE-02,TE-03,IN-00,2019-01-06,2019-01-06,0.0,LS-04,NV-3
OP-05728,CL-00742,BU-04,S6,TY-00,347437.73,347437.73,0.25,RE-02,TE-14,IN-45,2023-04-04,2023-10-07,170.0,LS-06,NV-2
OP-05729,CL-01072,BU-06,Won,TY-04,101165.84,101165.84,0.22,RE-02,TE-03,IN-02,2021-10-16,2021-10-22,6.0,LS-30,NV-4
OP-05730,CL-00808,BU-05,Won,TY-00,1896.11,1896.11,0.19,RE-02,TE-15,IN-47,2018-12-06,2018-12-06,0.0,LS-27,NV-2
OP-05731,CL-00742,BU-04,S6,TY-00,347437.73,347437.73,0.06,RE-02,TE-11,IN-33,2023-06-01,2023-12-04,170.0,LS-28,NV-0
OP-05732,CL-01072,BU-06,Won,TY-04,167804.94,167804.94,0.28,RE-02,TE-07,IN-28,2021-10-10,2021-10-23,13.0,LS-24,NV-0
OP-05733,CL-00808,BU-05,Won,TY-00,14658.4,14658.4,0.27,RE-02,TE-01,IN-00,2019-01-21,2019-01-21,0.0,LS-11,NV-2
OP-05734,CL-00742,BU-04,S6,TY-00,1040322.28,1040322.28,0.12,RE-02,TE-15,IN-14,2023-05-03,2023-11-18,183.0,LS-25,NV-1
OP-05735,CL-00808,BU-05,Won,TY-00,3281.73,3281.73,0.06,RE-00,TE-04,IN-41,2018-11-22,2018-11-22,0.0,LS-19,NV-0
OP-05736,CL-00742,BU-04,S6,TY-00,195608.75,195608.75,0.12,RE-02,TE-01,IN-61,2022-12-22,2023-10-27,307.0,LS-16,NV-3
OP-05737,CL-00808,BU-05,Won,TY-00,13394.33,13394.33,0.14,RE-02,TE-06,IN-19,2018-10-23,2018-10-23,0.0,LS-14,NV-4
OP-05738,CL-00742,BU-04,S6,TY-00,50668.0,50668.0,0.08,RE-02,TE-10,IN-09,2023-03-04,2023-09-05,183.0,LS-10,NV-4
OP-05739,CL-00808,BU-05,Won,TY-00,9684.76,9684.76,0.2,RE-02,TE-14,IN-20,2018-10-02,2018-10-02,0.0,LS-30,NV-2
OP-05740,CL-00742,BU-04,S1,TY-00,583419.08,583419.08,0.09,RE-02,TE-06,IN-23,2022-09-13,2023-12-01,442.0,LS-26,NV-0
OP-05741,CL-01371,BU-07,Lost,TY-04,17016.39,17016.39,0.05,RE-03,TE-01,IN-29,2021-09-28,2022-01-15,109.0,LS-26,NV-0
OP-05742,CL-00808,BU-05,Won,TY-00,7341.36,7341.36,0.12,RE-02,TE-10,IN-21,2018-12-07,2018-12-07,0.0,LS-14,NV-3
OP-05743,CL-00742,BU-04,S1,TY-00,0.0,0.0,0.08,RE-02,TE-13,IN-08,2022-08-11,2023-10-29,442.0,LS-01,NV-2
OP-05744,CL-00686,BU-09,Lost,TY-05,0.0,0.0,0.17,RE-02,TE-09,IN-55,2021-09-10,2022-09-02,357.0,LS-28,NV-4
OP-05745,CL-00808,BU-05,Won,TY-00,1312.69,1312.69,0.24,RE-02,TE-14,IN-37,2018-09-16,2018-09-16,0.0,LS-00,NV-3
OP-05746,CL-00742,BU-04,S1,TY-00,0.0,0.0,0.27,RE-02,TE-08,IN-22,2022-08-25,2023-11-12,442.0,LS-21,NV-1
OP-05747,CL-00132,BU-09,Lost,TY-05,680655.59,680655.59,0.21,RE-02,TE-00,IN-43,2021-12-23,2022-06-24,183.0,LS-22,NV-2
OP-05748,CL-00808,BU-05,Won,TY-00,1531.48,1531.48,0.23,RE-02,TE-11,IN-33,2018-11-28,2018-11-28,0.0,LS-12,NV-1
OP-05749,CL-00742,BU-04,S6,TY-00,1405333.07,5972665.56,0.11,RE-02,TE-12,IN-12,2023-08-26,2023-09-23,28.0,LS-19,NV-2
OP-05750,CL-00132,BU-09,Won,TY-04,311156.84,311156.84,0.22,RE-02,TE-07,IN-14,2021-11-07,2022-02-12,97.0,LS-17,NV-4
OP-05751,CL-00808,BU-05,Won,TY-00,3573.44,3573.44,0.15,RE-02,TE-12,IN-21,2018-09-02,2018-09-02,0.0,LS-05,NV-3
OP-05752,CL-00742,BU-04,Won,TY-00,173718.87,173718.87,0.26,RE-02,TE-10,IN-00,2023-03-07,2023-08-15,161.0,LS-25,NV-1
OP-05753,CL-00808,BU-05,Won,TY-00,7438.59,7438.59,0.19,RE-02,TE-02,IN-36,2018-08-23,2018-08-23,0.0,LS-16,NV-3
OP-05754,CL-00742,BU-04,Lost,TY-05,2532168.45,3078021.83,0.14,RE-02,TE-01,IN-07,2021-03-07,2023-09-12,919.0,LS-16,NV-2
OP-05755,CL-00187,BU-07,Lost,TY-04,31480.87,31480.87,0.25,RE-03,TE-01,IN-34,2021-08-29,2022-01-21,145.0,LS-05,NV-3
OP-05756,CL-00808,BU-05,Won,TY-00,4156.86,4156.86,0.17,RE-02,TE-06,IN-49,2018-08-30,2018-08-30,0.0,LS-15,NV-4
OP-05757,CL-00742,BU-04,Won,TY-00,81056.36,81056.36,0.11,RE-02,TE-06,IN-49,2023-08-31,2023-10-20,50.0,LS-23,NV-0
OP-05758,CL-00808,BU-05,Won,TY-00,948.06,948.06,0.13,RE-02,TE-03,IN-58,2018-08-11,2018-08-11,0.0,LS-25,NV-2
OP-05759,CL-00742,BU-04,Won,TY-00,97236.51,97236.51,0.06,RE-02,TE-07,IN-64,2023-06-18,2023-08-23,66.0,LS-16,NV-0
OP-05760,CL-00795,BU-07,Lost,TY-04,62105.51,62105.51,0.29,RE-03,TE-15,IN-36,2022-07-22,2022-10-08,78.0,LS-09,NV-1
OP-05761,CL-00808,BU-05,Won,TY-00,2990.02,2990.02,0.26,RE-02,TE-11,IN-14,2018-08-08,2018-08-08,0.0,LS-14,NV-3
OP-05762,CL-00808,BU-05,Won,TY-00,969.93,969.93,0.05,RE-02,TE-03,IN-40,2018-09-01,2018-09-01,0.0,LS-24,NV-3
OP-05763,CL-00742,BU-04,Won,TY-00,291709.54,291709.54,0.13,RE-02,TE-08,IN-59,2023-04-09,2023-09-21,165.0,LS-28,NV-2
OP-05764,CL-00808,BU-05,Won,TY-00,1385.62,1385.62,0.06,RE-02,TE-03,IN-45,2018-10-17,2018-10-17,0.0,LS-30,NV-2
OP-05765,CL-00742,BU-04,Won,TY-00,21353.96,21353.96,0.17,RE-02,TE-07,IN-27,2023-06-30,2023-09-15,77.0,LS-00,NV-2
OP-05766,CL-00808,BU-05,Won,TY-00,1312.69,1312.69,0.27,RE-02,TE-02,IN-06,2018-10-27,2018-10-27,0.0,LS-01,NV-0
OP-05767,CL-00742,BU-04,Lost,TY-00,0.0,0.0,0.23,RE-02,TE-14,IN-53,2022-08-31,2023-10-06,401.0,LS-06,NV-3
OP-05768,CL-00088,BU-07,Lost,TY-04,18545472.46,43001718.0,0.19,RE-03,TE-08,IN-06,2020-06-24,2022-03-15,629.0,LS-02,NV-2
OP-05769,CL-00808,BU-05,Won,TY-00,5907.12,5907.12,0.1,RE-02,TE-10,IN-45,2018-07-21,2018-07-21,0.0,LS-09,NV-2
OP-05770,CL-00742,BU-04,Lost,TY-00,8187.47,8187.47,0.24,RE-02,TE-15,IN-07,2022-07-30,2023-10-03,430.0,LS-16,NV-3
OP-05771,CL-00088,BU-07,Lost,TY-04,1187957.08,5246810.38,0.28,RE-03,TE-13,IN-30,2021-03-05,2021-11-27,267.0,LS-34,NV-3
OP-05772,CL-00808,BU-05,Won,TY-00,2090.59,2090.59,0.14,RE-02,TE-06,IN-16,2018-09-01,2018-09-01,0.0,LS-02,NV-4
OP-05773,CL-00742,BU-04,Lost,TY-00,124462.74,124462.74,0.06,RE-02,TE-01,IN-60,2021-11-16,2023-09-15,668.0,LS-14,NV-2
OP-05774,CL-00808,BU-05,Won,TY-00,2382.29,2382.29,0.28,RE-02,TE-15,IN-41,2018-08-07,2018-08-07,0.0,LS-32,NV-3
OP-05775,CL-00807,BU-05,Lost,TY-04,0.0,0.0,0.06,RE-02,TE-07,IN-03,2021-10-16,2022-05-28,224.0,LS-08,NV-1
OP-05776,CL-00808,BU-05,Won,TY-00,2990.02,2990.02,0.17,RE-02,TE-05,IN-48,2018-08-18,2018-08-18,0.0,LS-15,NV-4
OP-05777,CL-00742,BU-04,Lost,TY-00,163749.4,163749.4,0.09,RE-02,TE-14,IN-12,2022-02-10,2023-08-02,538.0,LS-08,NV-3
OP-05778,CL-00808,BU-05,Won,TY-00,5031.99,5031.99,0.29,RE-02,TE-11,IN-55,2018-09-30,2018-09-30,0.0,LS-26,NV-3
OP-05779,CL-00742,BU-04,Lost,TY-00,0.0,0.0,0.17,RE-02,TE-12,IN-26,2021-06-17,2023-07-29,772.0,LS-25,NV-2
OP-05780,CL-00995,BU-05,Lost,TY-04,729273.85,1701638.98,0.06,RE-02,TE-14,IN-44,2021-10-23,2022-09-18,330.0,LS-33,NV-2
OP-05781,CL-00808,BU-05,Won,TY-00,1312.69,1312.69,0.26,RE-02,TE-05,IN-61,2018-07-08,2018-07-08,0.0,LS-10,NV-1
OP-05782,CL-00742,BU-04,Won,TY-00,371443.48,371443.48,0.15,RE-02,TE-02,IN-53,2021-07-31,2023-07-23,722.0,LS-05,NV-1
OP-05783,CL-00995,BU-05,Lost,TY-04,240952.08,240952.08,0.25,RE-02,TE-12,IN-43,2021-09-24,2022-09-12,353.0,LS-13,NV-2
OP-05784,CL-00808,BU-05,Won,TY-00,5615.41,5615.41,0.19,RE-02,TE-12,IN-06,2018-07-11,2018-07-11,0.0,LS-16,NV-1
OP-05785,CL-00742,BU-04,Won,TY-00,364636.93,364636.93,0.24,RE-02,TE-13,IN-11,2023-05-18,2023-09-03,108.0,LS-19,NV-1
OP-05786,CL-00995,BU-05,Lost,TY-04,995274.06,2742730.89,0.19,RE-02,TE-13,IN-04,2022-03-06,2022-06-18,104.0,LS-21,NV-2
OP-05787,CL-00808,BU-05,Won,TY-00,8824.21,8824.21,0.12,RE-02,TE-12,IN-51,2018-07-06,2018-07-06,0.0,LS-19,NV-1
OP-05788,CL-00742,BU-04,Won,TY-00,1630.17,1630.17,0.2,RE-02,TE-00,IN-18,2018-08-13,2018-08-13,0.0,LS-01,NV-0
OP-05789,CL-00560,BU-06,Lost,TY-04,77788.89,233366.66,0.15,RE-02,TE-03,IN-09,2021-10-21,2022-09-02,316.0,LS-35,NV-2
OP-05790,CL-00808,BU-05,Won,TY-00,6782.25,6782.25,0.16,RE-02,TE-09,IN-03,2018-07-18,2018-07-18,0.0,LS-00,NV-3
OP-05791,CL-00742,BU-04,Won,TY-00,2850.97,2850.97,0.1,RE-02,TE-09,IN-29,2018-03-15,2018-03-15,0.0,LS-29,NV-1
OP-05792,CL-00808,BU-05,Won,TY-00,2698.31,2698.31,0.16,RE-02,TE-12,IN-09,2018-07-07,2018-07-07,0.0,LS-07,NV-3
OP-05793,CL-00742,BU-04,Won,TY-00,1547.03,1547.03,0.21,RE-02,TE-01,IN-23,2018-01-23,2018-01-23,0.0,LS-02,NV-1
OP-05794,CL-00808,BU-05,Won,TY-00,2041.97,2041.97,0.06,RE-02,TE-14,IN-46,2018-07-21,2018-07-21,0.0,LS-32,NV-3
OP-05795,CL-00742,BU-04,Won,TY-05,6520.29,6520.29,0.25,RE-02,TE-12,IN-42,2018-01-09,2018-01-09,0.0,LS-33,NV-2
OP-05796,CL-01075,BU-07,Lost,TY-04,33060.41,33060.41,0.25,RE-03,TE-10,IN-00,2021-11-28,2022-01-23,56.0,LS-23,NV-0
OP-05797,CL-00808,BU-05,Won,TY-00,1677.33,1677.33,0.08,RE-02,TE-01,IN-64,2018-08-27,2018-08-27,0.0,LS-22,NV-2
OP-05798,CL-00742,BU-04,Won,TY-00,71723.21,71723.21,0.26,RE-02,TE-09,IN-20,2018-01-29,2018-02-27,29.0,LS-24,NV-1
OP-05799,CL-00808,BU-05,Won,TY-00,2362.85,2362.85,0.18,RE-02,TE-07,IN-55,2018-06-21,2018-06-21,0.0,LS-08,NV-1
OP-05800,CL-00742,BU-04,Won,TY-05,7389.98,7389.98,0.16,RE-02,TE-12,IN-20,2018-03-04,2018-03-04,0.0,LS-24,NV-0
OP-05801,CL-00761,BU-03,Won,TY-04,19641.78,19641.78,0.29,RE-01,TE-08,IN-35,2021-11-08,2022-01-29,82.0,LS-17,NV-4
OP-05802,CL-00808,BU-05,Won,TY-00,1239.77,1239.77,0.25,RE-02,TE-03,IN-61,2018-05-22,2018-05-22,0.0,LS-34,NV-1
OP-05803,CL-00742,BU-04,Won,TY-05,9665.04,9665.04,0.13,RE-02,TE-15,IN-09,2018-02-23,2018-02-23,0.0,LS-29,NV-2
OP-05804,CL-01316,BU-05,Lost,TY-04,81030.42,145854.77,0.17,RE-02,TE-14,IN-10,2021-11-17,2022-01-25,69.0,LS-29,NV-2
OP-05805,CL-00808,BU-05,Won,TY-00,1750.26,1750.26,0.06,RE-02,TE-08,IN-43,2018-07-18,2018-07-18,0.0,LS-01,NV-1
OP-05806,CL-00742,BU-04,Won,TY-04,33905.52,33905.52,0.23,RE-02,TE-01,IN-55,2018-02-22,2018-02-22,0.0,LS-27,NV-0
OP-05807,CL-00808,BU-05,Won,TY-00,948.06,948.06,0.28,RE-02,TE-08,IN-49,2018-06-05,2018-06-05,0.0,LS-21,NV-0
OP-05808,CL-00742,BU-04,Won,TY-04,286892.44,286892.44,0.15,RE-02,TE-15,IN-34,2018-02-13,2018-03-07,22.0,LS-29,NV-1
OP-05809,CL-00112,BU-05,Lost,TY-04,291709.54,291709.54,0.25,RE-02,TE-01,IN-13,2022-12-23,2023-10-18,299.0,LS-03,NV-1
OP-05810,CL-00808,BU-05,Won,TY-00,8410.96,8410.96,0.09,RE-02,TE-10,IN-25,2018-07-19,2018-07-19,0.0,LS-01,NV-4
OP-05811,CL-00742,BU-04,Won,TY-04,286892.83,286892.83,0.28,RE-02,TE-00,IN-06,2017-11-05,2017-12-10,35.0,LS-35,NV-3
OP-05812,CL-00808,BU-05,Won,TY-00,5323.7,5323.7,0.12,RE-02,TE-04,IN-18,2018-05-27,2018-05-27,0.0,LS-17,NV-1
OP-05813,CL-00742,BU-04,Won,TY-04,326503.6,326503.6,0.07,RE-02,TE-04,IN-58,2018-01-10,2018-02-20,41.0,LS-32,NV-0
OP-05814,CL-00808,BU-05,Won,TY-00,4740.28,4740.28,0.12,RE-02,TE-05,IN-00,2018-04-27,2018-04-27,0.0,LS-22,NV-1
OP-05815,CL-00742,BU-04,Won,TY-04,370026.55,370026.55,0.06,RE-02,TE-05,IN-28,2017-12-29,2018-02-08,41.0,LS-24,NV-1
OP-05816,CL-00808,BU-05,Won,TY-00,2114.89,2114.89,0.16,RE-02,TE-10,IN-58,2018-06-25,2018-06-25,0.0,LS-19,NV-0
OP-05817,CL-00742,BU-04,Won,TY-04,21190.95,21190.95,0.06,RE-02,TE-10,IN-38,2018-01-12,2018-02-24,43.0,LS-19,NV-3
OP-05818,CL-00808,BU-05,Won,TY-00,3865.15,3865.15,0.3,RE-02,TE-05,IN-26,2018-04-30,2018-04-30,0.0,LS-04,NV-1
OP-05819,CL-00742,BU-04,Won,TY-04,93729.19,93729.19,0.26,RE-02,TE-10,IN-31,2018-01-07,2018-01-16,9.0,LS-34,NV-0
OP-05820,CL-00873,BU-05,Lost,TY-04,58341.91,58341.91,0.1,RE-02,TE-06,IN-27,2021-05-25,2021-11-25,184.0,LS-13,NV-0
OP-05821,CL-00808,BU-05,Won,TY-00,2100.31,2100.31,0.18,RE-02,TE-04,IN-49,2018-07-16,2018-07-16,0.0,LS-33,NV-2
OP-05822,CL-00742,BU-04,Won,TY-04,200824.98,200824.98,0.12,RE-02,TE-00,IN-24,2018-01-09,2018-01-19,10.0,LS-34,NV-0
OP-05823,CL-00700,BU-06,Won,TY-05,10170.94,10170.94,0.22,RE-02,TE-11,IN-45,2022-10-09,2022-10-25,16.0,LS-27,NV-3
OP-05824,CL-00808,BU-05,Won,TY-00,7657.38,7657.38,0.22,RE-02,TE-13,IN-32,2018-07-06,2018-07-06,0.0,LS-04,NV-3
OP-05825,CL-00742,BU-04,Won,TY-04,260811.67,260811.67,0.16,RE-02,TE-06,IN-38,2017-12-29,2018-01-15,17.0,LS-34,NV-2
OP-05826,CL-01039,BU-07,Lost,TY-04,598534.86,1268619.51,0.14,RE-03,TE-03,IN-11,2021-07-07,2023-04-28,660.0,LS-18,NV-2
OP-05827,CL-00808,BU-05,Won,TY-00,7070.07,7070.07,0.14,RE-02,TE-02,IN-39,2019-09-27,2019-09-27,0.0,LS-24,NV-3
OP-05828,CL-00742,BU-04,Won,TY-04,9786.86,9786.86,0.1,RE-02,TE-03,IN-36,2017-11-15,2017-12-18,33.0,LS-03,NV-2
OP-05829,CL-00808,BU-05,Won,TY-00,3397.44,3397.44,0.16,RE-02,TE-00,IN-01,2019-10-16,2019-10-16,0.0,LS-10,NV-2
OP-05830,CL-00742,BU-04,Won,TY-04,154022.64,154022.64,0.15,RE-02,TE-11,IN-41,2017-09-02,2017-12-31,120.0,LS-12,NV-1
OP-05831,CL-01045,BU-07,S2,TY-05,1944730.27,4861825.67,0.27,RE-03,TE-09,IN-37,2023-02-26,2024-06-02,187.0,LS-17,NV-2
OP-05832,CL-00808,BU-05,Won,TY-00,2076.0,2076.0,0.11,RE-02,TE-05,IN-49,2019-11-23,2019-11-23,0.0,LS-17,NV-2
OP-05833,CL-00742,BU-04,Won,TY-05,2445.11,2445.11,0.18,RE-02,TE-11,IN-51,2018-02-08,2018-02-08,0.0,LS-30,NV-3
OP-05834,CL-00808,BU-05,Won,TY-00,3482.04,3482.04,0.06,RE-02,TE-09,IN-27,2019-11-21,2019-11-21,0.0,LS-15,NV-1
OP-05835,CL-00742,BU-04,Won,TY-05,2430.91,2430.91,0.28,RE-02,TE-03,IN-61,2018-02-21,2018-02-21,0.0,LS-04,NV-0
OP-05836,CL-00808,BU-05,Won,TY-00,6785.16,6785.16,0.27,RE-02,TE-00,IN-34,2019-11-22,2019-11-22,0.0,LS-00,NV-3
OP-05837,CL-00742,BU-04,Won,TY-05,2430.91,2430.91,0.25,RE-02,TE-10,IN-04,2017-12-01,2017-12-01,0.0,LS-00,NV-0
OP-05838,CL-00808,BU-05,Won,TY-00,4096.57,4096.57,0.11,RE-02,TE-15,IN-12,2019-08-19,2019-08-19,0.0,LS-26,NV-3
OP-05839,CL-00742,BU-04,Won,TY-05,923.75,923.75,0.19,RE-02,TE-11,IN-31,2017-12-21,2017-12-21,0.0,LS-04,NV-3
OP-05840,CL-00808,BU-05,Won,TY-00,962.64,962.64,0.2,RE-02,TE-08,IN-60,2019-08-18,2019-08-18,0.0,LS-13,NV-4
OP-05841,CL-00742,BU-04,Won,TY-04,185468.93,185468.93,0.11,RE-02,TE-02,IN-06,2017-10-23,2018-02-05,105.0,LS-10,NV-1
OP-05842,CL-00189,BU-03,Lost,TY-04,625717.59,1010774.57,0.18,RE-00,TE-07,IN-31,2021-07-13,2021-08-11,29.0,LS-21,NV-2
OP-05843,CL-00808,BU-05,Won,TY-00,9324.98,9324.98,0.08,RE-02,TE-13,IN-44,2019-10-04,2019-10-04,0.0,LS-03,NV-1
OP-05844,CL-00742,BU-04,Won,TY-05,1630.07,1630.07,0.2,RE-02,TE-01,IN-14,2018-02-07,2018-02-07,0.0,LS-31,NV-2
OP-05845,CL-00808,BU-05,Won,TY-00,6890.18,6890.18,0.11,RE-02,TE-11,IN-46,2019-10-12,2019-10-12,0.0,LS-08,NV-2
OP-05846,CL-00742,BU-04,Won,TY-05,6520.29,6520.29,0.19,RE-02,TE-04,IN-08,2017-11-16,2017-11-16,0.0,LS-35,NV-2
OP-05847,CL-01185,BU-05,Lost,TY-04,196232.54,549386.3,0.29,RE-02,TE-03,IN-43,2021-08-15,2022-06-01,290.0,LS-09,NV-3
OP-05848,CL-00808,BU-05,Won,TY-00,5070.88,5070.88,0.05,RE-02,TE-10,IN-19,2019-07-23,2019-07-23,0.0,LS-27,NV-1
OP-05849,CL-00742,BU-04,Won,TY-05,652.03,652.03,0.15,RE-02,TE-06,IN-48,2018-02-03,2018-02-03,0.0,LS-24,NV-4
OP-05850,CL-01201,BU-05,Lost,TY-04,165302.07,165302.07,0.06,RE-02,TE-02,IN-04,2021-06-05,2021-07-07,32.0,LS-07,NV-0
OP-05851,CL-00808,BU-05,Won,TY-00,3413.0,3413.0,0.09,RE-02,TE-10,IN-43,2019-09-09,2019-09-09,0.0,LS-25,NV-3
OP-05852,CL-00742,BU-04,Won,TY-04,19560.87,19560.87,0.27,RE-02,TE-00,IN-34,2017-11-14,2017-11-22,8.0,LS-24,NV-3
OP-05853,CL-00020,BU-05,Lost,TY-04,709826.55,709826.55,0.27,RE-02,TE-02,IN-45,2021-05-24,2021-09-17,116.0,LS-32,NV-3
OP-05854,CL-00808,BU-05,Won,TY-00,5250.77,5250.77,0.18,RE-02,TE-10,IN-30,2019-09-24,2019-09-24,0.0,LS-33,NV-4
OP-05855,CL-00742,BU-04,Won,TY-04,97236.51,97236.51,0.16,RE-02,TE-04,IN-27,2017-12-30,2018-01-17,18.0,LS-08,NV-0
