numero_opportunidad,cliente,unidad_negocio,etapas,tipos,acv,tcv,margen_ganancia,regiones,territorios,industrias,fecha_creacion_oportunidad,fecha_cierre_oportunidad,edad_oferta,lead_source,numero_vendedor
OP-03377,CL-00442,BU-04,Won,TY-05,2309.06,2309.06,0.19,RE-02,TE-08,IN-17,2022-07-14,2022-08-02,19.0,LS-03,NV-4
OP-03378,CL-00649,BU-07,Won,TY-00,240466.06,721398.2,0.1,RE-03,TE-13,IN-61,2023-02-22,2023-07-21,149.0,LS-14,NV-3
OP-03379,CL-00096,BU-04,Won,TY-05,59454.49,59454.49,0.24,RE-02,TE-07,IN-10,2021-08-03,2021-09-12,40.0,LS-08,NV-1
OP-03380,CL-00442,BU-04,Won,TY-05,65918.64,357059.28,0.16,RE-02,TE-11,IN-50,2021-06-25,2022-07-05,375.0,LS-03,NV-1
OP-03381,CL-00649,BU-07,Won,TY-00,35133.03,35133.03,0.16,RE-03,TE-15,IN-34,2023-05-17,2023-07-31,75.0,LS-07,NV-0
OP-03382,CL-00096,BU-04,Won,TY-05,576324.7,576324.7,0.12,RE-02,TE-05,IN-36,2021-09-06,2021-11-15,70.0,LS-15,NV-0
OP-03383,CL-00442,BU-04,Won,TY-05,11900.17,11900.17,0.13,RE-02,TE-01,IN-22,2022-07-12,2022-07-19,7.0,LS-08,NV-3
OP-03384,CL-00649,BU-07,Won,TY-00,24593.12,24593.12,0.15,RE-03,TE-12,IN-25,2023-06-08,2023-07-20,42.0,LS-11,NV-0
OP-03385,CL-00096,BU-04,Won,TY-05,9237.47,9237.47,0.28,RE-02,TE-03,IN-22,2021-11-13,2021-11-13,0.0,LS-16,NV-3
OP-03386,CL-00442,BU-04,Won,TY-05,3823.15,3823.15,0.07,RE-02,TE-00,IN-48,2022-07-24,2022-07-24,0.0,LS-10,NV-1
OP-03387,CL-00649,BU-07,Won,TY-00,16102.64,16102.64,0.26,RE-03,TE-10,IN-25,2023-05-19,2023-06-23,35.0,LS-01,NV-0
OP-03388,CL-00096,BU-04,Lost,TY-05,235721.81,235721.81,0.05,RE-02,TE-14,IN-24,2020-12-26,2021-09-06,254.0,LS-00,NV-4
OP-03389,CL-00442,BU-04,Won,TY-05,5193.41,30727.71,0.24,RE-02,TE-03,IN-53,2022-08-30,2022-08-30,0.0,LS-20,NV-0
OP-03390,CL-00649,BU-07,Won,TY-00,9954.35,9954.35,0.2,RE-03,TE-03,IN-34,2023-04-01,2023-05-04,33.0,LS-27,NV-0
OP-03391,CL-00096,BU-04,Lost,TY-05,50307.64,50307.64,0.21,RE-02,TE-00,IN-33,2021-01-14,2021-11-05,295.0,LS-15,NV-0
OP-03392,CL-00442,BU-04,Won,TY-05,15489.12,15489.12,0.11,RE-02,TE-00,IN-05,2022-05-09,2022-05-27,18.0,LS-22,NV-3
OP-03393,CL-00096,BU-04,Won,TY-05,2430.91,2430.91,0.21,RE-02,TE-08,IN-26,2021-09-13,2021-09-13,0.0,LS-07,NV-4
OP-03394,CL-00442,BU-04,Won,TY-05,3823.15,3823.15,0.22,RE-02,TE-01,IN-13,2022-05-04,2022-05-19,15.0,LS-25,NV-1
OP-03395,CL-00721,BU-03,S2,TY-04,4278406.59,4861825.67,0.14,RE-01,TE-04,IN-06,2019-10-18,2024-10-12,1423.0,LS-10,NV-3
OP-03396,CL-00096,BU-04,Won,TY-05,51049.17,51049.17,0.12,RE-02,TE-14,IN-04,2021-08-27,2021-08-27,0.0,LS-15,NV-2
OP-03397,CL-00442,BU-04,Won,TY-05,5666.75,5666.75,0.2,RE-02,TE-11,IN-38,2022-06-12,2022-07-13,31.0,LS-07,NV-2
OP-03398,CL-00096,BU-04,Won,TY-05,3201.4,3201.4,0.22,RE-02,TE-10,IN-17,2021-11-05,2021-11-05,0.0,LS-13,NV-0
OP-03399,CL-00442,BU-04,Won,TY-05,8500.12,8500.12,0.15,RE-02,TE-00,IN-17,2022-01-23,2022-05-05,102.0,LS-02,NV-0
OP-03400,CL-01346,BU-06,Won,TY-04,68065.56,68065.56,0.06,RE-02,TE-01,IN-23,2019-12-29,2019-12-29,0.0,LS-24,NV-3
OP-03401,CL-00096,BU-04,Won,TY-05,762.24,762.24,0.17,RE-02,TE-14,IN-49,2021-09-17,2021-09-17,0.0,LS-24,NV-4
OP-03402,CL-00442,BU-04,Won,TY-05,1888.92,1888.92,0.27,RE-02,TE-12,IN-43,2022-05-03,2022-05-03,0.0,LS-18,NV-3
OP-03403,CL-00796,BU-07,Lost,TY-04,486182.57,486182.57,0.27,RE-00,TE-08,IN-20,2019-11-23,2021-06-21,576.0,LS-04,NV-0
OP-03404,CL-00096,BU-04,Won,TY-05,4375.64,4375.64,0.27,RE-02,TE-13,IN-42,2021-09-02,2021-09-02,0.0,LS-22,NV-3
OP-03405,CL-00442,BU-04,Lost,TY-05,41811.7,41811.7,0.05,RE-02,TE-04,IN-16,2020-01-08,2022-03-13,795.0,LS-24,NV-3
OP-03406,CL-01287,BU-07,S3,TY-05,53480.08,53480.08,0.23,RE-03,TE-03,IN-35,2022-05-02,2024-03-09,539.0,LS-07,NV-0
OP-03407,CL-00442,BU-04,Won,TY-05,581.4,581.4,0.24,RE-02,TE-14,IN-28,2021-12-07,2021-12-18,11.0,LS-27,NV-4
OP-03408,CL-01287,BU-07,Won,TY-00,61583.12,61583.12,0.16,RE-03,TE-04,IN-16,2022-05-05,2022-10-12,160.0,LS-03,NV-2
OP-03409,CL-00096,BU-04,Lost,TY-05,1458547.7,1458547.7,0.11,RE-02,TE-11,IN-48,2021-08-09,2022-10-27,444.0,LS-10,NV-4
OP-03410,CL-00442,BU-04,Won,TY-05,21158.98,21158.98,0.11,RE-02,TE-04,IN-44,2021-11-19,2021-12-18,29.0,LS-08,NV-2
OP-03411,CL-01287,BU-07,Lost,TY-04,291709.54,291709.54,0.08,RE-03,TE-13,IN-43,2019-12-12,2021-07-10,576.0,LS-19,NV-0
OP-03412,CL-00096,BU-04,Lost,TY-05,0.0,0.0,0.16,RE-02,TE-03,IN-50,2021-08-17,2022-11-27,467.0,LS-34,NV-0
OP-03413,CL-00442,BU-04,Won,TY-05,0.0,0.0,0.21,RE-02,TE-13,IN-31,2018-05-30,2018-09-09,102.0,LS-14,NV-4
OP-03414,CL-00096,BU-04,Lost,TY-05,1069601.65,1069601.65,0.17,RE-02,TE-07,IN-34,2021-09-07,2022-12-18,467.0,LS-08,NV-2
OP-03415,CL-00442,BU-04,Won,TY-05,14699.18,52672.05,0.23,RE-02,TE-06,IN-22,2018-08-07,2018-11-17,102.0,LS-35,NV-2
OP-03416,CL-00096,BU-04,Lost,TY-05,24544.03,24544.03,0.2,RE-02,TE-14,IN-19,2021-06-20,2022-11-10,508.0,LS-09,NV-0
OP-03417,CL-00442,BU-04,Won,TY-05,44325.26,44325.26,0.27,RE-02,TE-09,IN-48,2017-07-21,2018-10-04,440.0,LS-23,NV-4
OP-03418,CL-01114,BU-05,Lost,TY-04,102956.31,291709.54,0.25,RE-02,TE-08,IN-60,2022-07-19,2023-10-22,460.0,LS-05,NV-3
OP-03419,CL-00442,BU-04,Won,TY-05,13272.78,13272.78,0.22,RE-02,TE-13,IN-31,2018-03-02,2018-03-16,14.0,LS-11,NV-3
OP-03420,CL-00601,BU-06,Won,TY-04,6514.85,19544.54,0.25,RE-02,TE-08,IN-22,2019-11-12,2019-11-12,0.0,LS-12,NV-0
OP-03421,CL-00442,BU-04,Won,TY-00,17730.11,17730.11,0.24,RE-02,TE-05,IN-43,2019-05-12,2019-05-22,10.0,LS-25,NV-1
OP-03422,CL-00096,BU-04,Won,TY-05,143910.35,143910.35,0.21,RE-02,TE-07,IN-33,2022-10-04,2022-11-16,43.0,LS-32,NV-4
OP-03423,CL-00442,BU-04,Won,TY-05,17098.73,17098.73,0.23,RE-02,TE-04,IN-38,2019-03-22,2019-03-22,0.0,LS-06,NV-3
OP-03424,CL-01289,BU-05,Lost,TY-04,0.0,0.0,0.2,RE-02,TE-12,IN-10,2020-01-08,2020-09-22,258.0,LS-07,NV-4
OP-03425,CL-00096,BU-04,Won,TY-05,2144.07,2144.07,0.14,RE-02,TE-04,IN-37,2023-01-03,2023-01-03,0.0,LS-19,NV-2
OP-03426,CL-00442,BU-04,Won,TY-05,28964.03,28964.03,0.15,RE-02,TE-10,IN-37,2018-12-04,2019-02-26,84.0,LS-35,NV-0
OP-03427,CL-00181,BU-06,Lost,TY-04,4827630.82,28965784.97,0.13,RE-02,TE-00,IN-33,2019-11-18,2021-06-23,583.0,LS-30,NV-0
OP-03428,CL-00096,BU-04,Won,TY-05,9626.41,9626.41,0.25,RE-02,TE-13,IN-28,2022-11-11,2022-11-11,0.0,LS-35,NV-4
OP-03429,CL-00442,BU-04,Won,TY-05,0.0,0.0,0.17,RE-02,TE-03,IN-17,2018-10-24,2018-11-28,35.0,LS-19,NV-0
OP-03430,CL-00181,BU-06,Lost,TY-04,2139203.29,10696016.47,0.14,RE-02,TE-14,IN-37,2020-02-22,2020-12-09,291.0,LS-16,NV-0
OP-03431,CL-00096,BU-04,Won,TY-05,390570.25,390570.25,0.27,RE-02,TE-03,IN-21,2022-07-25,2022-11-01,99.0,LS-26,NV-4
OP-03432,CL-00442,BU-04,Won,TY-05,0.0,0.0,0.07,RE-02,TE-03,IN-02,2018-10-14,2018-11-18,35.0,LS-26,NV-2
OP-03433,CL-00181,BU-06,Lost,TY-04,350051.45,1020983.39,0.14,RE-02,TE-13,IN-33,2020-06-05,2020-10-23,140.0,LS-05,NV-4
OP-03434,CL-00096,BU-04,Won,TY-05,2862.73,2862.73,0.09,RE-02,TE-13,IN-14,2022-11-19,2022-11-19,0.0,LS-00,NV-4
OP-03435,CL-00926,BU-04,Lost,TY-04,22403.29,112016.46,0.26,RE-02,TE-07,IN-56,2018-07-24,2019-07-24,365.0,LS-23,NV-2
OP-03436,CL-00141,BU-03,Won,TY-04,12154.56,12154.56,0.23,RE-01,TE-09,IN-01,2019-11-14,2019-12-26,42.0,LS-34,NV-0
OP-03437,CL-00926,BU-04,Lost,TY-04,644678.08,3223390.42,0.16,RE-02,TE-01,IN-43,2018-09-27,2019-09-27,365.0,LS-22,NV-1
OP-03438,CL-00141,BU-03,Lost,TY-05,5834.19,5834.19,0.13,RE-01,TE-10,IN-63,2021-11-21,2021-12-31,40.0,LS-00,NV-2
OP-03439,CL-00926,BU-04,Won,TY-05,369310.4,1877327.86,0.29,RE-02,TE-03,IN-49,2022-01-20,2022-10-03,256.0,LS-17,NV-2
OP-03440,CL-00926,BU-04,Won,TY-00,17502.57,17502.57,0.17,RE-02,TE-04,IN-03,2021-04-18,2022-03-18,334.0,LS-24,NV-4
OP-03441,CL-00224,BU-03,Lost,TY-04,1847493.75,3403277.97,0.29,RE-01,TE-05,IN-59,2020-03-07,2021-10-26,598.0,LS-22,NV-0
OP-03442,CL-00224,BU-03,Lost,TY-04,5343618.49,7973394.1,0.09,RE-01,TE-07,IN-28,2019-12-10,2021-06-12,550.0,LS-00,NV-0
OP-03443,CL-00926,BU-04,Won,TY-00,16802.47,16802.47,0.12,RE-02,TE-12,IN-04,2021-10-08,2021-10-08,0.0,LS-10,NV-0
OP-03444,CL-00926,BU-04,Won,TY-05,43756.43,43756.43,0.05,RE-02,TE-09,IN-25,2020-07-29,2020-09-08,41.0,LS-02,NV-4
OP-03445,CL-00224,BU-03,Lost,TY-05,1166838.16,1944730.27,0.3,RE-01,TE-05,IN-45,2020-03-25,2021-04-19,390.0,LS-25,NV-2
OP-03446,CL-00096,BU-04,Won,TY-05,53601.63,53601.63,0.26,RE-02,TE-14,IN-24,2022-09-17,2022-12-11,85.0,LS-02,NV-1
OP-03447,CL-00702,BU-05,Lost,TY-04,486182.57,1458547.7,0.22,RE-02,TE-07,IN-60,2021-01-06,2021-08-11,217.0,LS-03,NV-4
OP-03448,CL-00096,BU-04,Won,TY-05,243136.98,243136.98,0.2,RE-02,TE-08,IN-05,2022-09-11,2022-12-20,100.0,LS-06,NV-1
OP-03449,CL-00926,BU-04,Won,TY-04,535773.77,1224210.62,0.25,RE-02,TE-09,IN-39,2020-03-22,2020-09-20,182.0,LS-11,NV-1
OP-03450,CL-00702,BU-05,Lost,TY-04,97236.51,97236.51,0.07,RE-02,TE-09,IN-26,2019-11-24,2021-07-04,588.0,LS-27,NV-4
OP-03451,CL-00096,BU-04,Won,TY-05,51374.78,51374.78,0.21,RE-02,TE-10,IN-07,2022-08-25,2022-09-19,25.0,LS-23,NV-2
OP-03452,CL-00926,BU-04,S6,TY-00,24309.13,24309.13,0.16,RE-02,TE-09,IN-05,2023-04-17,2023-11-23,188.0,LS-14,NV-1
OP-03453,CL-00610,BU-05,Lost,TY-04,243091.28,437564.31,0.21,RE-02,TE-07,IN-47,2021-08-23,2022-07-23,334.0,LS-13,NV-1
OP-03454,CL-00096,BU-04,Won,TY-05,307333.97,307333.97,0.1,RE-02,TE-06,IN-42,2022-09-26,2022-12-26,91.0,LS-19,NV-4
OP-03455,CL-00096,BU-04,Won,TY-05,233549.43,233549.43,0.17,RE-02,TE-01,IN-58,2022-03-21,2022-09-26,189.0,LS-27,NV-2
OP-03456,CL-00096,BU-04,Won,TY-05,441056.48,441056.48,0.24,RE-02,TE-11,IN-02,2022-12-11,2022-12-11,0.0,LS-17,NV-0
OP-03457,CL-00926,BU-04,S5,TY-00,2430.91,2430.91,0.06,RE-02,TE-09,IN-25,2023-09-24,2023-10-16,21.0,LS-24,NV-2
OP-03458,CL-00096,BU-04,Won,TY-05,45276.88,45276.88,0.15,RE-02,TE-04,IN-12,2022-10-09,2022-10-14,5.0,LS-33,NV-2
OP-03459,CL-01094,BU-04,Lost,TY-05,3592.11,3592.11,0.23,RE-02,TE-06,IN-31,2018-08-01,2018-08-01,0.0,LS-16,NV-1
OP-03460,CL-00096,BU-04,Won,TY-05,47411.14,47411.14,0.28,RE-02,TE-04,IN-18,2022-11-19,2022-11-24,5.0,LS-27,NV-0
OP-03461,CL-00096,BU-04,Won,TY-05,69058.67,92078.23,0.09,RE-02,TE-12,IN-01,2022-09-13,2022-09-18,5.0,LS-31,NV-2
OP-03462,CL-01094,BU-04,Won,TY-04,2430.91,4861.83,0.3,RE-02,TE-07,IN-48,2018-05-27,2018-05-27,0.0,LS-08,NV-2
OP-03463,CL-00096,BU-04,Won,TY-05,73784.54,73784.54,0.14,RE-02,TE-06,IN-32,2022-12-09,2022-12-14,5.0,LS-17,NV-0
OP-03464,CL-01094,BU-04,Won,TY-05,898.03,898.03,0.06,RE-02,TE-02,IN-57,2018-04-20,2018-04-20,0.0,LS-28,NV-4
OP-03465,CL-00623,BU-07,Lost,TY-05,24309.13,24309.13,0.09,RE-03,TE-10,IN-46,2019-11-01,2020-06-29,241.0,LS-33,NV-0
OP-03466,CL-00096,BU-04,Won,TY-05,59302.04,59302.04,0.24,RE-02,TE-14,IN-02,2022-05-23,2022-10-02,132.0,LS-34,NV-4
OP-03467,CL-01094,BU-04,Won,TY-04,1817.57,3938.08,0.14,RE-02,TE-12,IN-42,2018-03-12,2018-03-30,18.0,LS-16,NV-3
OP-03468,CL-00118,BU-07,Lost,TY-04,17502.57,17502.57,0.26,RE-01,TE-00,IN-45,2020-01-05,2020-12-29,359.0,LS-16,NV-1
OP-03469,CL-00096,BU-04,Lost,TY-05,347311.53,347311.53,0.21,RE-02,TE-15,IN-58,2021-07-09,2022-09-15,433.0,LS-33,NV-4
OP-03470,CL-01094,BU-04,Won,TY-05,898.03,898.03,0.12,RE-02,TE-03,IN-23,2018-03-07,2018-03-07,0.0,LS-09,NV-1
OP-03471,CL-00096,BU-04,Won,TY-05,25458.72,25458.72,0.18,RE-02,TE-13,IN-60,2022-09-05,2022-09-30,25.0,LS-15,NV-0
OP-03472,CL-01094,BU-04,Won,TY-05,718.42,718.42,0.16,RE-02,TE-07,IN-05,2017-12-29,2017-12-29,0.0,LS-18,NV-3
OP-03473,CL-01078,BU-06,Won,TY-04,70010.29,70010.29,0.21,RE-02,TE-07,IN-17,2021-06-09,2021-06-23,14.0,LS-31,NV-3
OP-03474,CL-00096,BU-04,Won,TY-05,6366.56,6366.56,0.2,RE-02,TE-13,IN-11,2022-10-04,2022-10-04,0.0,LS-15,NV-4
OP-03475,CL-01094,BU-04,Won,TY-05,1077.63,1077.63,0.28,RE-02,TE-15,IN-48,2018-03-05,2018-03-05,0.0,LS-21,NV-2
OP-03476,CL-01078,BU-06,Lost,TY-04,711361.86,2041966.78,0.15,RE-02,TE-04,IN-21,2020-02-10,2021-05-27,472.0,LS-26,NV-4
OP-03477,CL-00096,BU-04,Lost,TY-05,291709.54,291709.54,0.14,RE-02,TE-12,IN-47,2022-08-22,2022-09-12,21.0,LS-16,NV-2
OP-03478,CL-01094,BU-04,Won,TY-05,1077.63,1077.63,0.08,RE-02,TE-12,IN-50,2018-02-17,2018-02-17,0.0,LS-05,NV-0
OP-03479,CL-01078,BU-06,Lost,TY-04,1750257.24,8751286.2,0.05,RE-02,TE-13,IN-64,2020-01-14,2021-08-06,570.0,LS-35,NV-2
OP-03480,CL-00096,BU-04,Lost,TY-05,51374.78,51374.78,0.3,RE-02,TE-10,IN-24,2022-09-05,2022-10-26,51.0,LS-08,NV-4
OP-03481,CL-01094,BU-04,Won,TY-04,13290.29,13290.29,0.25,RE-02,TE-12,IN-53,2018-03-07,2018-03-07,0.0,LS-06,NV-1
OP-03482,CL-01078,BU-06,Lost,TY-04,54452.45,54452.45,0.1,RE-02,TE-13,IN-64,2020-10-24,2021-02-26,125.0,LS-11,NV-0
OP-03483,CL-01094,BU-04,Won,TY-05,8751.29,8751.29,0.22,RE-02,TE-02,IN-02,2018-02-15,2018-02-15,0.0,LS-16,NV-4
OP-03484,CL-01078,BU-06,Won,TY-04,7171.19,7171.19,0.24,RE-02,TE-05,IN-13,2020-09-09,2020-09-11,2.0,LS-22,NV-4
OP-03485,CL-00096,BU-04,Lost,TY-05,129215.66,129215.66,0.07,RE-02,TE-13,IN-10,2022-09-01,2022-11-25,85.0,LS-30,NV-1
OP-03486,CL-01094,BU-04,Won,TY-04,55911.0,55911.0,0.15,RE-02,TE-14,IN-13,2018-02-22,2018-02-22,0.0,LS-11,NV-1
OP-03487,CL-01078,BU-06,Won,TY-04,69281.02,69281.02,0.18,RE-02,TE-08,IN-27,2020-03-24,2020-05-18,55.0,LS-22,NV-0
OP-03488,CL-01094,BU-04,Won,TY-04,14585.48,32817.32,0.24,RE-02,TE-04,IN-62,2018-01-09,2018-01-09,0.0,LS-06,NV-3
OP-03489,CL-01078,BU-06,Won,TY-04,92374.69,92374.69,0.28,RE-02,TE-02,IN-07,2020-02-25,2020-03-08,12.0,LS-09,NV-3
OP-03490,CL-01094,BU-04,Won,TY-05,4669.74,4669.74,0.18,RE-02,TE-07,IN-00,2018-01-03,2018-01-03,0.0,LS-03,NV-2
OP-03491,CL-01078,BU-06,Lost,TY-04,29170.95,29170.95,0.27,RE-02,TE-13,IN-45,2022-06-26,2022-08-04,39.0,LS-04,NV-2
OP-03492,CL-00096,BU-04,Lost,TY-05,58461.51,58461.51,0.28,RE-02,TE-14,IN-63,2022-05-21,2022-09-20,122.0,LS-26,NV-1
OP-03493,CL-01094,BU-04,Lost,TY-04,10501.54,10501.54,0.22,RE-02,TE-04,IN-59,2017-11-02,2017-11-02,0.0,LS-30,NV-0
OP-03494,CL-01078,BU-06,Won,TY-04,0.0,0.0,0.18,RE-02,TE-10,IN-07,2021-10-12,2021-11-02,21.0,LS-03,NV-1
OP-03495,CL-00096,BU-04,Lost,TY-05,147368.74,147368.74,0.29,RE-02,TE-04,IN-44,2022-06-13,2022-10-16,125.0,LS-34,NV-2
OP-03496,CL-01078,BU-06,Lost,TY-04,233367.63,486182.57,0.08,RE-02,TE-14,IN-41,2020-07-27,2021-12-20,511.0,LS-12,NV-1
OP-03497,CL-00096,BU-04,Lost,TY-05,88621.36,88621.36,0.19,RE-02,TE-09,IN-11,2022-07-22,2022-11-24,125.0,LS-17,NV-3
OP-03498,CL-01094,BU-04,Lost,TY-05,58303.01,60169.95,0.17,RE-02,TE-13,IN-60,2018-09-06,2019-02-23,170.0,LS-14,NV-2
OP-03499,CL-00096,BU-04,Lost,TY-05,36163.23,36163.23,0.26,RE-02,TE-14,IN-42,2022-06-21,2022-11-03,135.0,LS-24,NV-1
OP-03500,CL-01094,BU-04,Lost,TY-05,682989.27,682989.27,0.06,RE-02,TE-02,IN-38,2018-10-03,2019-03-22,170.0,LS-14,NV-1
OP-03501,CL-00117,BU-03,Lost,TY-04,270873.15,437564.31,0.12,RE-01,TE-06,IN-61,2018-03-11,2021-06-06,1183.0,LS-31,NV-4
OP-03502,CL-00096,BU-04,Lost,TY-05,63321.39,63321.39,0.08,RE-02,TE-03,IN-12,2022-04-29,2022-09-19,143.0,LS-20,NV-0
OP-03503,CL-01094,BU-04,Won,TY-05,6806.56,6806.56,0.12,RE-00,TE-01,IN-24,2018-12-11,2018-12-11,0.0,LS-29,NV-1
OP-03504,CL-00117,BU-03,Lost,TY-02,243091.28,243091.28,0.23,RE-01,TE-02,IN-41,2020-02-12,2020-11-08,270.0,LS-02,NV-4
OP-03505,CL-00096,BU-04,Lost,TY-05,147940.49,147940.49,0.05,RE-02,TE-03,IN-50,2022-04-13,2022-09-03,143.0,LS-02,NV-2
OP-03506,CL-01094,BU-04,Won,TY-05,1478.0,1478.0,0.05,RE-00,TE-02,IN-06,2019-01-07,2019-01-07,0.0,LS-10,NV-3
OP-03507,CL-01094,BU-04,Won,TY-05,491.04,491.04,0.11,RE-00,TE-10,IN-39,2019-02-19,2019-02-19,0.0,LS-07,NV-3
OP-03508,CL-01094,BU-04,Lost,TY-05,85977.55,136131.12,0.21,RE-02,TE-12,IN-52,2017-01-05,2018-10-16,649.0,LS-27,NV-0
OP-03509,CL-00096,BU-04,Lost,TY-05,27729.91,27729.91,0.25,RE-02,TE-10,IN-44,2022-02-05,2022-09-24,231.0,LS-32,NV-2
OP-03510,CL-01094,BU-04,Won,TY-05,491.04,491.04,0.13,RE-02,TE-12,IN-14,2018-11-01,2018-11-11,10.0,LS-15,NV-0
OP-03511,CL-01012,BU-03,Lost,TY-04,1944730.27,4861825.67,0.09,RE-01,TE-15,IN-62,2019-11-25,2021-01-03,405.0,LS-21,NV-2
OP-03512,CL-00096,BU-04,Lost,TY-05,48598.81,48598.81,0.06,RE-02,TE-13,IN-45,2022-01-18,2022-09-06,231.0,LS-22,NV-1
OP-03513,CL-01094,BU-04,Won,TY-05,491.04,491.04,0.19,RE-02,TE-13,IN-36,2018-09-09,2018-09-10,1.0,LS-31,NV-0
OP-03514,CL-01012,BU-03,S2,TY-04,988711.84,1647853.06,0.16,RE-01,TE-00,IN-41,2023-07-28,2024-08-06,69.0,LS-11,NV-3
OP-03515,CL-00096,BU-04,Lost,TY-05,388946.05,388946.05,0.06,RE-02,TE-06,IN-38,2022-03-28,2022-12-01,248.0,LS-19,NV-4
OP-03516,CL-01094,BU-04,Won,TY-05,491.04,491.04,0.29,RE-02,TE-09,IN-31,2018-10-22,2018-10-22,0.0,LS-25,NV-2
OP-03517,CL-00096,BU-04,Lost,TY-05,22584.15,22584.15,0.29,RE-02,TE-10,IN-43,2022-02-18,2022-10-31,255.0,LS-28,NV-4
OP-03518,CL-01094,BU-04,Lost,TY-05,0.0,0.0,0.1,RE-02,TE-12,IN-35,2016-04-26,2018-07-08,803.0,LS-20,NV-4
OP-03519,CL-00585,BU-09,S3,TY-05,2430912.83,2430912.83,0.24,RE-02,TE-14,IN-28,2023-10-03,2024-06-03,30.0,LS-31,NV-2
OP-03520,CL-01094,BU-04,Lost,TY-05,982.09,982.09,0.22,RE-02,TE-05,IN-29,2018-09-04,2018-09-04,0.0,LS-34,NV-2
OP-03521,CL-00585,BU-09,S4,TY-05,1251317.24,1251317.24,0.05,RE-02,TE-06,IN-32,2023-10-12,2023-12-21,38.0,LS-27,NV-2
OP-03522,CL-01094,BU-04,Won,TY-05,0.0,0.0,0.14,RE-02,TE-12,IN-50,2018-05-23,2018-07-28,66.0,LS-24,NV-1
OP-03523,CL-00585,BU-09,S3,TY-05,291709.54,291709.54,0.17,RE-02,TE-13,IN-62,2023-04-15,2023-11-08,195.0,LS-10,NV-1
OP-03524,CL-01094,BU-04,Won,TY-05,110752.39,110752.39,0.16,RE-02,TE-09,IN-29,2018-06-27,2018-07-11,14.0,LS-34,NV-3
OP-03525,CL-00585,BU-09,S4,TY-05,3097736.53,3097736.53,0.09,RE-02,TE-08,IN-59,2022-07-05,2023-09-28,441.0,LS-11,NV-4
OP-03526,CL-01094,BU-04,Won,TY-00,491.04,491.04,0.23,RE-02,TE-15,IN-35,2019-05-23,2019-05-23,0.0,LS-19,NV-1
OP-03527,CL-00585,BU-09,Won,TY-05,126407.47,126407.47,0.09,RE-02,TE-11,IN-64,2023-10-23,2023-11-10,18.0,LS-01,NV-4
OP-03528,CL-00096,BU-04,Lost,TY-05,56746.26,56746.26,0.26,RE-02,TE-15,IN-02,2021-12-21,2022-10-14,297.0,LS-13,NV-4
OP-03529,CL-01094,BU-04,Won,TY-00,982.09,982.09,0.23,RE-02,TE-02,IN-54,2019-05-14,2019-05-14,0.0,LS-33,NV-2
OP-03530,CL-01094,BU-04,Won,TY-00,5874.06,5874.06,0.13,RE-02,TE-02,IN-23,2019-03-22,2019-03-22,0.0,LS-25,NV-3
OP-03531,CL-00585,BU-09,Lost,TY-05,291709.54,291709.54,0.14,RE-02,TE-03,IN-08,2023-05-16,2023-10-17,154.0,LS-32,NV-3
OP-03532,CL-00096,BU-04,Lost,TY-05,64480.49,71177.13,0.14,RE-02,TE-07,IN-34,2021-09-28,2022-08-31,337.0,LS-05,NV-3
OP-03533,CL-01094,BU-04,Won,TY-00,1383.68,1383.68,0.23,RE-02,TE-02,IN-39,2019-03-20,2019-03-20,0.0,LS-20,NV-2
OP-03534,CL-00585,BU-09,Won,TY-05,2430912.83,2430912.83,0.18,RE-02,TE-13,IN-43,2023-01-10,2023-03-29,78.0,LS-32,NV-1
OP-03535,CL-00096,BU-04,Lost,TY-05,14177.61,14177.61,0.07,RE-02,TE-10,IN-61,2021-04-30,2022-08-26,483.0,LS-00,NV-0
OP-03536,CL-01094,BU-04,Won,TY-00,491.04,491.04,0.22,RE-02,TE-10,IN-64,2019-01-24,2019-01-24,0.0,LS-27,NV-1
OP-03537,CL-00585,BU-09,Won,TY-05,1444191.7,1444191.7,0.25,RE-02,TE-09,IN-13,2023-01-12,2023-02-12,31.0,LS-15,NV-1
OP-03538,CL-01094,BU-04,Won,TY-00,491.04,491.04,0.23,RE-02,TE-01,IN-00,2019-02-26,2019-02-26,0.0,LS-31,NV-3
OP-03539,CL-00585,BU-09,Won,TY-05,820989.27,820989.27,0.27,RE-02,TE-10,IN-25,2021-09-01,2022-10-18,412.0,LS-11,NV-4
OP-03540,CL-00096,BU-04,Lost,TY-05,15549.64,15549.64,0.2,RE-02,TE-09,IN-58,2021-04-23,2022-09-23,518.0,LS-19,NV-1
OP-03541,CL-00585,BU-09,Won,TY-05,793392.58,793392.58,0.24,RE-02,TE-09,IN-40,2022-10-16,2022-10-17,1.0,LS-07,NV-1
OP-03542,CL-01094,BU-04,Lost,TY-05,0.0,0.0,0.16,RE-02,TE-02,IN-43,2018-02-05,2018-11-16,284.0,LS-14,NV-0
OP-03543,CL-00585,BU-09,Won,TY-00,11376.67,11376.67,0.07,RE-02,TE-13,IN-03,2022-11-13,2022-11-15,2.0,LS-24,NV-2
OP-03544,CL-01094,BU-04,Won,TY-00,491.04,491.04,0.25,RE-02,TE-03,IN-47,2018-10-27,2018-10-27,0.0,LS-11,NV-3
